Id,Genre,GiaDinh,GiaThong,HocDuong,TichCuc,TieuCuc,TrungTinh

Dataset\GiaoThong_Trungtinh\_b5da3d8b54c9bd97e4d8.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_b5fa9b81f3c31a9d43d2.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_b6d4617c093ee060b92f.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_b8862c054447ad19f456.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_b88d8ae5e4a70df954b6.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_b91ee2158d5764093d46.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_b9290c0065428c1cd553.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_b94b3e7e513cb862e12d.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_b9b00bb364f18dafd4e0.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_ba919c66f5241c7a4535.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_ba9cf58d9acf73912ade.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_bacb462c2e6ec7309e7f.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_bad4e2878dc5649b3dd4.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_bb1c06206962803cd973.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_bbf0c1faaeb847e61ea9.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_bc164d0b2249cb179258.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_bc1cf74c9f0e76502f1f.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_bc8b030b6a498317da58.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_bc94c5a1aae343bd1af2.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_bc9f4c1c255ecc00954f.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_bdaa7b29126bfb35a27a.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_bea351133b51d20f8b40.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_beeb13e07ca295fcccb3.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c07f10fe78bc91e2c8ad.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c09d9bcef48c1dd2449d.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c20250063f44d61a8f55.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c2872d9a42d8ab86f2c9.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c2c11179783b9165c82a.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c324842bed6904375d78.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c3b83bf953bbbae5e3aa.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c462b268dd2a34746d3b.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c47a1c4175039c5dc512.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c48c060f6f4d8613df5c.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c4ac862eee6c07325e7d.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c5522cbb44f9ada7f4e8.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c61657123850d10e8841.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c66f25df4f9da6c3ff8c.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c683cd35a7774e291766.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c69af1aa99e870b629f9.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c6d2688107c3ee9db7d2.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c7ca73a81aeaf3b4aafb.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c80a03316a73832dda62.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c86d5e6c362edf70863f.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c87c378a5fc8b696efd9.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c880fdba92f87ba622e9.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c9517ad41296fbc8a287.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c9551a6e732c9a72c33d.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c96e8a64e5260c785537.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_c99a1c3274709d2ec461.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_ca7a0cb264f08daed4e1.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_cb74d844b10658580117.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_cc5474e91cabf5f5acba.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_ccbad3b9bcfb55a50cea.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_cd4c161f795d9003c94c.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_ce907fc31081f9dfa090.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_ceeca985c1c7289971d6.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_cf6c1bed73af9af1c3be.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_cf8a4bbf24fdcda394ec.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_d010f1109e52770c2e43.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_d101bcbdd6ff3fa166ee.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_d1077fe516a7fff9a6b6.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_d1a8f5d59c9775c92c86.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_d251a15bce1927477e08.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_d2cdfce594a77df924b6.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_d2d0488327c1ce9f97d0.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_d2de2cbd45ffaca1f5ee.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_d399d2c1ba8353dd0a92.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_d3dc55e93aabd3f58aba.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_d3fc69af06edefb3b6fc.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_d4748927e6650f3b5674.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_d4b8adb2c2f02bae72e1.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_d539dc61b4235d7d0432.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_d55327d04e92a7ccfe83.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_d58d940ffc4d15134c5c.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_d6355609394bd015895a.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_d6cd459c2cdec5809ccf.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_d78666030e41e71fbe50.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_d81539aa53e8bab6e3f9.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_d8875e023640df1e8651.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_d8caa848c00a2954701b.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_daadb5dbdd9934c76d88.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_dab5f78b98c9719728d8.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_db727f79103bf965a02a.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_dbfd0ec667848edad795.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_dc72366f592db073e93c.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_dd38023b6d798427dd68.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_dd552b5b5819b147e808.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_de7f3ac05082b9dce093.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_df37178721c5c89b91d4.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_df70c840a102485c1113.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_df87ebb783f56aab33e4.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_dfaccea8a1ea48b411fb.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_e0dc708f1fcdf693afdc.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_e1e629dd409fa9c1f08e.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_e25f3c645526bc78e537.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_e29c6ecf018de8d3b19c.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_e2c2e5da8a9863c63a89.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_e450556c3a2ed3708a3f.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_e4e39fd6f09419ca4085.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_e55f6d5e051cec42b50d.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_e5d17a521210fb4ea201.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_e61d6628096ae034b97b.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_e715209649d4a08af9c5.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_e724a1a6c9e420ba79f5.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_e72954003d42d41c8d53.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_e77426d44c96a5c8fc87.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_e7a6eebe81fc68a231ed.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_e7c3d44dbc0f55510c1e.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_e82975961fd4f68aafc5.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_e8a1579438d6d18888c7.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_e936f732de70372e6e61.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_ea598ce5e6a70ff956b6.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_ea8c346a5e28b776ee39.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_eab22cf344b1adeff4a0.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_eb44796c112ef870a13f.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_eb4a15ad7def94b1cdfe.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_eb4b68ed02afebf1b2be.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_eb6cd952b6105f4e0601.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_ec5c30745836b168e827.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_ec66f1659e2777792e36.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_ecab04af6bed82b3dbfc.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_ed4fd913b151580f0140.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_ee4c60ae09ece0b2b9fd.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_ee522e5c411ea840f10f.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_eed74c8423c6ca9893d7.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_ef5a04bd6cff85a1dcee.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_ef674c4e250ccc52951d.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_ef727d211263fb3da272.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_efa450f73fb5d6eb8fa4.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_efd1776e1d2cf472ad3d.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_f0f132515813b14de802.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_f11a50113f53d60d8f42.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_f2125e8f36cddf9386dc.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_f23f619608d4e18ab8c5.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_f2c989c3e6810fdf5690.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_f3466e150157e809b146.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_f34b098361c1889fd1d0.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_f37f1d6272209b7ec231.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_f3938111e953000d5942.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_f45f58543716de488707.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_f5d8fdd692947bca2285.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_f71f8a2ae5680c365579.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_f7b460b508f7e1a9b8e6.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_f83b3ef757b5beebe7a4.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_f8d7f89b90d9798720c8.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_f8d8b8d7d19538cb6184.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_f8ee15517f13964dcf02.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_f97ec844a7064e581717.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_fa4274111b53f20dab42.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_fa436c470305ea5bb314.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_fa79f07d9f3f76612f2e.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_faae4e9221d0c88e91c1.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_fae83e6b5729be77e738.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_fb78c2f4a8b641e818a7.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_fc550848670a8e54d71b.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_fc9b4ec8218ac8d4919b.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_fd215108384ad114885b.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_fd806f3f057dec23b56c.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_fd8c0b3c617e8820d16f.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_fdac24044e46a718fe57.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\_fe0177001f42f61caf53.jpg,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\download (1).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\download (10).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\download (11).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\download (12).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\download (13).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\download (14).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\download (15).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\download (16).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\download (17).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\download (18).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\download (19).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\download (2).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\download (3).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\download (4).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\download (5).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\download (6).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\download (7).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\download (8).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\download (9).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\download.jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\images (1).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\images (1).png,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\images (10).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\images (11).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\images (12).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\images (13).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\images (14).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\images (15).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\images (16).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\images (17).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\images (18).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\images (19).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\images (2).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\images (20).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\images (21).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\images (22).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

Dataset\GiaoThong_Trungtinh\images (23).jfif,"[['GiaoThong', 'Trungtinh']]",0,1,0,1,0,0

